dataset,series,K,origin_start,N,support_end_exclusive,shared_missing_with_next_block
beijing,Wanshouxigong,72,14304,168,14543,17
beijing,Wanshouxigong,72,14472,168,14711,4
beijing,Wanshouxigong,72,14640,168,14879,0
beijing,Wanshouxigong,72,14808,168,15047,0
beijing,Wanshouxigong,72,14976,168,15215,0
beijing,Wanshouxigong,72,15144,168,15383,0
beijing,Wanshouxigong,72,15312,168,15551,0
beijing,Wanshouxigong,72,15480,168,15719,13
beijing,Wanshouxigong,72,15648,168,15887,0
beijing,Wanshouxigong,72,15816,168,16055,3
beijing,Wanshouxigong,72,15984,168,16223,2
beijing,Wanshouxigong,72,16152,168,16391,1
beijing,Wanshouxigong,72,16320,168,16559,0
beijing,Wanshouxigong,72,16488,168,16727,1
beijing,Wanshouxigong,72,16656,168,16895,0
beijing,Wanshouxigong,72,16824,168,17063,2
beijing,Wanshouxigong,72,16992,168,17231,1
beijing,Wanshouxigong,72,17160,168,17399,0
beijing,Wanshouxigong,72,17328,121,17520,0
household,household,60,282636,10080,292775,0
household,household,60,292716,10080,302855,0
household,household,60,302796,10080,312935,0
household,household,60,312876,10080,323015,0
household,household,60,322956,10080,333095,0
household,household,60,333036,10080,343175,0
household,household,60,343116,10080,353255,0
household,household,60,353196,10080,363335,0
household,household,60,363276,10080,373415,0
household,household,60,373356,10080,383495,0
household,household,60,383436,10080,393575,0
household,household,60,393516,10080,403655,0
household,household,60,403596,10080,413735,0
household,household,60,413676,10080,423815,0
household,household,60,423756,10080,433895,0
household,household,60,433836,10080,443975,0
household,household,60,443916,10080,454055,0
household,household,60,453996,10080,464135,0
household,household,60,464076,10080,474215,0
household,household,60,474156,10080,484295,0
household,household,60,484236,10080,494375,0
household,household,60,494316,10080,504455,0
household,household,60,504396,10080,514535,0
household,household,60,514476,10080,524615,0
household,household,60,524556,10080,534695,0
household,household,60,534636,10080,544775,0
household,household,60,544716,10080,554855,0
household,household,60,554796,10080,564935,0
household,household,60,564876,10080,575015,0
household,household,60,574956,10080,585095,0
household,household,60,585036,10080,595175,0
household,household,60,595116,10080,605255,0
household,household,60,605196,10080,615335,0
household,household,60,615276,10080,625415,0
household,household,60,625356,10080,635495,0
household,household,60,635436,10080,645575,0
household,household,60,645516,10080,655655,0
household,household,60,655596,10080,665735,0
household,household,60,665676,10080,675815,0
household,household,60,675756,10080,685895,0
household,household,60,685836,10080,695975,0
household,household,60,695916,10080,706055,0
household,household,60,705996,10080,716135,0
household,household,60,716076,10080,726215,0
household,household,60,726156,10080,736295,0
household,household,60,736236,10080,746375,0
household,household,60,746316,10080,756455,0
household,household,60,756396,10080,766535,0
household,household,60,766476,10080,776615,0
household,household,60,776556,10080,786695,0
household,household,60,786636,10080,796775,0
household,household,60,796716,10080,806855,0
household,household,60,806796,2821,809676,0
household,household,180,282636,10080,292895,0
household,household,180,292716,10080,302975,0
household,household,180,302796,10080,313055,0
household,household,180,312876,10080,323135,0
household,household,180,322956,10080,333215,0
household,household,180,333036,10080,343295,0
household,household,180,343116,10080,353375,0
household,household,180,353196,10080,363455,0
household,household,180,363276,10080,373535,0
household,household,180,373356,10080,383615,0
household,household,180,383436,10080,393695,0
household,household,180,393516,10080,403775,0
household,household,180,403596,10080,413855,0
household,household,180,413676,10080,423935,0
household,household,180,423756,10080,434015,0
household,household,180,433836,10080,444095,0
household,household,180,443916,10080,454175,0
household,household,180,453996,10080,464255,0
household,household,180,464076,10080,474335,0
household,household,180,474156,10080,484415,0
household,household,180,484236,10080,494495,0
household,household,180,494316,10080,504575,0
household,household,180,504396,10080,514655,0
household,household,180,514476,10080,524735,0
household,household,180,524556,10080,534815,0
household,household,180,534636,10080,544895,0
household,household,180,544716,10080,554975,0
household,household,180,554796,10080,565055,0
household,household,180,564876,10080,575135,0
household,household,180,574956,10080,585215,0
household,household,180,585036,10080,595295,0
household,household,180,595116,10080,605375,0
household,household,180,605196,10080,615455,0
household,household,180,615276,10080,625535,0
household,household,180,625356,10080,635615,0
household,household,180,635436,10080,645695,0
household,household,180,645516,10080,655775,0
household,household,180,655596,10080,665855,0
household,household,180,665676,10080,675935,0
household,household,180,675756,10080,686015,0
household,household,180,685836,10080,696095,0
household,household,180,695916,10080,706175,0
household,household,180,705996,10080,716255,0
household,household,180,716076,10080,726335,0
household,household,180,726156,10080,736415,0
household,household,180,736236,10080,746495,0
household,household,180,746316,10080,756575,0
household,household,180,756396,10080,766655,0
household,household,180,766476,10080,776735,0
household,household,180,776556,10080,786815,0
household,household,180,786636,10080,796895,0
household,household,180,796716,10080,806975,0
household,household,180,806796,2701,809676,0
