phase,dataset,series,K,L,scope,origin_start,N,component,first_origin,last_origin,labels,unknowns,status,patterns,closure_operation,pattern_a,pattern_b,unreachable_pattern,assignment_a,assignment_b
AP2,beijing,Wanshouxigong,24,3,annual,17520,8761,16,7418,7427,10,5,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Wanshouxigong,24,3,origin_week,18192,168,0,62,66,5,7,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Wanshouxigong,24,3,origin_week,18528,168,0,24,45,22,4,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Wanshouxigong,24,3,origin_week,18528,168,1,96,112,17,9,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Wanshouxigong,24,3,origin_week,19032,168,0,35,57,23,3,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Wanshouxigong,24,3,origin_week,19032,168,1,111,117,7,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Wanshouxigong,24,3,origin_week,19536,168,0,62,84,23,37,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Wanshouxigong,24,3,origin_week,20040,168,0,60,91,31,8,HIGHER_STRUCTURE,32.0,AND,0x7ffffe0,0xfffffc0,0x7ffffc0,01110000,00111000
AP2,beijing,Wanshouxigong,24,3,origin_week,21048,168,0,43,44,2,2,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Wanshouxigong,24,3,origin_week,21216,168,0,83,86,4,4,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Wanshouxigong,24,3,origin_week,21552,168,0,104,125,22,6,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Wanshouxigong,24,3,origin_week,21888,168,0,42,69,28,17,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Wanshouxigong,24,3,origin_week,22224,168,0,141,146,6,6,EXACT_CLOSED,7.0,,,,,,
AP2,beijing,Wanshouxigong,24,3,origin_week,23736,168,0,143,165,23,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Wanshouxigong,24,3,origin_week,24072,168,0,71,74,4,5,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Wanshouxigong,24,3,origin_week,24576,168,0,88,90,3,20,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Wanshouxigong,24,3,origin_week,24744,168,0,91,92,2,2,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Wanshouxigong,24,3,origin_week,24912,168,0,26,35,10,5,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Wanshouxigong,72,3,annual,17520,8713,0,734,738,5,7,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Wanshouxigong,72,3,annual,17520,8713,1,1005,1013,9,4,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Wanshouxigong,72,3,annual,17520,8713,2,1515,1581,62,6,EXACT_CLOSED,6.0,,,,,,
AP2,beijing,Wanshouxigong,72,3,annual,17520,8713,3,2580,2611,32,8,EXACT_CLOSED,7.0,,,,,,
AP2,beijing,Wanshouxigong,72,3,annual,17520,8713,4,4088,4157,70,8,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Wanshouxigong,72,3,annual,17520,8713,5,4362,4428,67,22,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Wanshouxigong,72,3,annual,17520,8713,6,6356,6381,26,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Wanshouxigong,72,3,origin_week,18192,168,0,62,66,5,7,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Wanshouxigong,72,3,origin_week,18360,168,0,165,167,3,4,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Wanshouxigong,72,3,origin_week,18528,168,0,0,5,6,4,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Wanshouxigong,72,3,origin_week,19032,168,0,3,69,62,6,EXACT_CLOSED,6.0,,,,,,
AP2,beijing,Wanshouxigong,72,3,origin_week,20040,168,0,60,91,32,8,EXACT_CLOSED,7.0,,,,,,
AP2,beijing,Wanshouxigong,72,3,origin_week,21552,168,0,56,125,70,8,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Wanshouxigong,72,3,origin_week,21720,168,0,162,167,6,17,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Wanshouxigong,72,3,origin_week,21888,168,0,0,60,61,22,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Wanshouxigong,72,3,origin_week,23736,168,0,140,165,26,3,EXACT_CLOSED,2.0,,,,,,
AP2,household,household,60,5,annual,809676,525541,0,167613,167706,94,43,UNRESOLVED_BUDGET,,,,,,,
AP2,household,household,60,5,annual,809676,525541,1,233873,233993,121,70,UNRESOLVED_BUDGET,,,,,,,
AP2,household,household,60,5,annual,809676,525541,2,310534,310622,89,38,UNRESOLVED_BUDGET,,,,,,,
AP2,household,household,60,5,annual,809676,525541,3,333191,333265,75,24,UNRESOLVED_BUDGET,,,,,,,
AP2,household,household,60,5,annual,809676,525541,4,499655,503010,3356,3305,UNRESOLVED_BUDGET,,,,,,,
AP2,household,household,60,5,origin_week,970956,10080,0,6333,6426,94,43,UNRESOLVED_BUDGET,,,,,,,
AP2,household,household,60,5,origin_week,1041516,10080,0,2033,2153,121,70,UNRESOLVED_BUDGET,,,,,,,
AP2,household,household,60,5,origin_week,1112076,10080,0,8134,8222,89,38,UNRESOLVED_BUDGET,,,,,,,
AP2,household,household,60,5,origin_week,1142316,10080,0,551,625,75,24,UNRESOLVED_BUDGET,,,,,,,
AP2,household,household,60,5,origin_week,1303596,10080,0,5735,9090,3356,3305,UNRESOLVED_BUDGET,,,,,,,
AP2,household,household,180,5,annual,809676,525421,0,167525,167677,153,43,UNRESOLVED_BUDGET,,,,,,,
AP2,household,household,180,5,annual,809676,525421,1,233872,233993,122,70,UNRESOLVED_BUDGET,,,,,,,
AP2,household,household,180,5,annual,809676,525421,2,310415,310622,208,38,UNRESOLVED_BUDGET,,,,,,,
AP2,household,household,180,5,annual,809676,525421,3,333071,333265,195,24,UNRESOLVED_BUDGET,,,,,,,
AP2,household,household,180,5,annual,809676,525421,4,499535,502940,3406,3305,UNRESOLVED_BUDGET,,,,,,,
AP2,household,household,180,5,origin_week,970956,10080,0,6245,6397,153,43,UNRESOLVED_BUDGET,,,,,,,
AP2,household,household,180,5,origin_week,1041516,10080,0,2032,2153,122,70,UNRESOLVED_BUDGET,,,,,,,
AP2,household,household,180,5,origin_week,1112076,10080,0,8015,8222,208,38,UNRESOLVED_BUDGET,,,,,,,
AP2,household,household,180,5,origin_week,1142316,10080,0,431,625,195,24,UNRESOLVED_BUDGET,,,,,,,
AP2,household,household,180,5,origin_week,1303596,10080,0,5615,9020,3406,3305,UNRESOLVED_BUDGET,,,,,,,
